index,question,value,response,correct
17,What is the total energy consumption generated by the following companies in the last 2 years in TJ?,770654.01,"329775#347068 |

### table
company name: heidelberg-materials

| greenhouse gas emissions                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",False
18,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,1265617.0,284750,False
19,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,3965848.0,response too long,False
20,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,1127442.0,5,False
21,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,4058339.0,168829,False
22,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in million mt CO2e?,0.28,30490#138339,False
23,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,26288339.33,735018.25,False
24,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,1561056.33,response too long,False
25,What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of cu.m?,18.48,40.7,False
26,What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,14460.38,74.1,False
27,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in TCO2eq?,9233857.33,3073145.67,False
28,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,53299.67,502849.5,False
29,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,3414270.0,"112228#22042#32333 |

the sum of location-based scope 2 ghg emissions in 2023 among the following companies in tco2e is 32333#112228#22042.",False
30,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,0.41,0.44,False
31,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2-eq?,1313193.0,5,False
32,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,0.38,7929#3#1.11,False
33,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in Million metric tons of CO2 equivalents?,0.39,30724#19496,False
34,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in Million metric tons of CO2 equivalents?,22.92,290909.7,False
35,What is the total amount of waste generated from 2022 to 2023 among the following companies?,1748544.0,"780911#927880#818387#775459#671 |

| step | output |
| 1 | arithmetic |
| 2 | 775459#818387#780911#927880 |
| 3 | (((780911 + 775459) + 818387) + 927880) + 775459 |
| 4 | 3898826 |

| step | output |
| 1 | single span |

| 2 | 3898826 |

| 3 | n.a. |

| 4 | 3898826 |

| step | output |
| 1 | single span |

| 2 | 3898826 |

| 3 | n.a. |

| 4 | 3898826 |

finally, present the final answer in the format: """,False
36,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,0.08,{answer},False
37,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,3.89,no answer in the response,False
38,What is the average energy consumption from 2023 to 2022 among the following companies?,98362.39,33.09#33.26,False
39,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,4.34,3073145.67,False
40,What is the average energy consumption from 2023 to 2022 among the following companies?,424856.0,1162751.5,False
41,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,86867.67,9165,False
42,What is the average energy consumption from 2023 to 2022 among the following companies?,504656.67,response too long,False
43,What is the average of total water consumption in the years 2023 and 2022 among the following companies in million cubic meters?,5.79,10.2,False
44,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,245617.0,142293.1,False
45,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,1.88,20422.67,False
46,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,1.27,"1.11#1.12#3 |

the sum of ghg emissions scope 2 in 2023 among the following companies in million metric tons of co2 equivalents is 3.13",False
47,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,1.32,"14249#0.2#0.1 |

| step | output |
| 1 | arithmetic |
| 2 | 0.2#14249 |

| 3 | 14249 + 0.2 + 0.1 |

| 4 | 14250.3 |

| 5 | million mt co2e |

finally, present the final answer in the format: """,False
48,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,26124.96,33.09#33.26,False
49,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,176693.0,75793,False
50,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in kt?,898.52,1770#1154,False
51,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,1.14,5.04,False
52,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2-eq?,8246485.67,0.8,False
53,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,64093.0,16808.5,False
54,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,0.38,1.1,False
55,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in million mt CO2e?,0.26,65470#45848#22042,False
56,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,898521.0,9214#8430,False
57,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,40544.67,0.001,False
58,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in million mt CO2e?,3.94,22603.1,False
59,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,54869.0,15228.33,False
60,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,69985.0,142375,False
61,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.12,0.15,False
62,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,1759821.67,response too long,False
63,What is the total amount of waste generated from 2022 to 2023 among the following companies?,257818.0,255541,False
64,What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2-eq?,20501959.0,no answer in the response,False
65,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,0.45,1.4,False
66,What is the total amount of waste generated from 2022 to 2023 among the following companies?,2023203.0,10007,False
67,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,511.58,response too long,False
68,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,1.22,6.46,False
69,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,29052.67,30724#19496,False
70,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,9.01,3130824,False
71,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,257627.44,33.09#33.26,False
