index,question,value,response,correct
14,Is the value of the GHG Scope 2 market-based emissions from renewable electricity in 2021 higher than in 2020?,yes,"| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305-2 | |

| 305",False
15,Is the estimate of indirect GHG emissions from upstream transportation in Mt CO2e for the year 2022 higher than in 2023?,yes,true,False
16,What is the maximum weight of collected electric waste in tons reported for the years 2019 to 2023?,57.3,"57.3#47.5#24.3#38.9 | none |

the value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
17,Is the estimated energy consumption from district heating in MWh in 2021 lower than the one in 2022?,no,false,False
18,Is the carbon intensity per employee (tCO2eq/employee) in 2023 greater than in 2022?,no,8.1#8.2,False
19,What is the maximum energy consumption by source in 2022?,588851,"132771#108263#612752 | none |

",False
20,Is the amount of NOx emissions in 2021 smaller than the amount of NMVOC emissions in 2021?,no,true,False
21,What are the two lowest values of estimated total energy consumption per turnover in MWh/million € for the years 2020 to 2023 in increasing order?,"31.3, 35.1",31.3#48.3,False
22,Is the value of the Global Energy Efficiency Indicator (GEEI) for the years 2020 higher than the one in 2021?,yes,|87.0| > |85.1|,False
23,What are the two highest values of district heating GHG emissions (in TCO2e) reported in the years 2020 to 2023 in decreasing order?,"14714.0, 11550.0",11550#8358,False
24,Is the amount of consumed energy produced from renewable sources in MWh for the year 2023 lower than in 2022?,yes,false,False
25,"What are the three lowest values of electricity consumption from the grid, thermal energy consumed, and electricity self-produced from renewable sources in MWh for the year 2023 in ascending order?","384.3, 1977.0, 38134.0",1977#38134#384.3,False
26,What has been the raw highest change for water related indicators?,-9.3,water used/employee | m³/headcount            | 12           |,False
27,"What are the two lowest values in decreasing order of energy consumption from coal measured in MWh for the years 2023, 2022 and 2021?","0.0, 0.0",0#0 |,True
28,What are the amounts of groundwater withdrawals in cubic meters ranked in descending order?,"513631.0, 492308.0, 472199.0, 452602.0",| 472199#1377377#31916 |,False
29,"What are the four values of methane emissions intensity from operated oil and gas activities for the years 2015, 2021, 2022, and 2023, ranked in descending order?","0.23, 0.13, 0.11, 0.11",0.11#0.13#0.11#0.23,False
30,"What is the maximum energy intensity (in TJ/€mln) recorded between the years 2021, 2022, 2023?",2.1,2.1,True
31,Is the absolute annual CO2 Scope 1 and Scope 2 net emissions (in tons) in own operations for the year 2022 lower than for the year 2023?,yes,false,False
32,What is the minimum percentage of sites that met the target for offshore discharges quality (30 mg/l) from 2019 to 2023?,92,100,False
33,What is the maximum energy consumption by source in 2020?,585495,"148969#12464#6941#6967#0 |

the corresponding scale is: none |

",False
34,Is the percentage of sustainable cotton lower than the one for recycled polyester in 2021?,no,"91#96 |

#### and its corresponding scale is: none",False
35,"What are the three values for the consumption of self-generated renewable electricity measured in MWh for the years 2023, 2022, and 2021 in decreasing order?","0.0, 0.0, 0.0",2960#72632#0,False
36,"What are the top three values from the 2015 column for the rows ""Scope 3,"" ""Oil,"" and ""Gas"" ranked in descending order?","410.0, 350.0, 60.0",410#350#60 |,True
37,Is the value of net absolute CO2 emissions (Scope 1) lower than the gross absolute CO2 emissions recorded in 2022?,yes,true,False
38,"What was the highest amount of tCO2e emissions between Scope 1, Scope 2 and Scope 3 emissions for the year 2022?",60788549,"229177#60788549#112792 |

the corresponding scale is: none |

",False
39,"What are the lowest values of direct (Scope 1) GHG emissions from coal for the years 2023, 2022, 2021, and 2020 in ascending order?","0.0, 0.0, 0.0, 0.0","0#4451#4414#0#0

#### and its corresponding scale is: none",False
40,"What are the lowest three values of energy consumption (Scopes 1 and 2) from the years 2019, 2021, and 2023 in increasing order?","26199.0, 30486.0, 35056.0",26199#30486#35056,True
41,"What are the values of net primary energy consumption (TWh) from 2015 to 2023, ranked in ascending order?","147.0, 148.0, 153.0, 157.0, 160.0, 166.0","157#160#147#148#166 |

",False
42,What is the maximum value of direct (Scope 1) GHG emissions from coal reported in the years 2020 to 2023?,0,0,True
43,What are the top two values for carbon intensity per employee (tCO2eq/employee) from the years 2022 and 2023 when ranked in descending order?,"8.2, 8.1",8.1#8.2,False
44,"What is the maximum value of fuel oil consumption in MWh for the years 2021, 2022, and 2023?",1013,1013#855#797 |,False
45,Is the amount of fresh water withdrawals excluding open loop cooling water lower than the amount of fresh water withdrawal in water stress area for the year 2021?,no,54 > 52,False
46,"In ascending order, what are the values of estimated Scope 2 GHG emissions of sites out of the reporting perimeter for the years 2023, 2022, 2021 and 2020?","42961.0, 50995.0, 62818.0, 71008.0",42961#50995#71008#62818,False
47,Is the quantity of carbon credits acquired during the year in 2022 lower than in 2023?,yes,false,False
48,What was the minimum water withdrawal per million euros for the years 2020 to 2023?,52.9,76.5,False
49,What was the highest volume of hazardous waste processed by the company in the years from 2019 to 2023?,288,2022#176,False
