index,question,value,response,correct
47,Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"otc_rwnef, munich-re","<axa>, <munich-re>",False
48,What are the 4 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,"5100000.0, 1120000.0, 37172.0, 30490.0","<otc_esocf>, <otc_bayzf>, <axa>, <vivendi>",False
49,What are the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in million mt CO2e?,"71.04, 23.8, 9.72, 3.13","<otc_esocf>, <otc_rwnef>, <otc_bayzf>, <munich-re>",False
50,Which companies have the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"nasdaq_dasty, munich-re","<otc_rwnef>, <otc_bayzf>, <otc_adddf>, <munich-re>",False
51,What is the lowest energy consumption over the last 2 years among the following companies in MWh?,71218.0,"<otc_dpsgy>, <deutsche-telekom-ag>, <munich-re>",False
52,What are the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"33090.0, 250916.0, 1124327.0, 12241000.0, 157000000.0","<otc_su>, <deutsche-telekom-ag>, <munich-re>, <prosiebensat1-media>, <nan>",False
53,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in GWh?,"prosiebensat1-media, munich-re","<heidelberg-materials>, <munich-re>",False
54,What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,"1110000.0, 200000.0","<munich-re>, <otc_bayzf>",False
55,Which companies have the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"nasdaq_dasty, munich-re, otc_adddf, otc_rwnef, otc_bayzf","<otc_rwnef>, <otc_bayzf>, <otc_adddf>, <munich-re>, <company name: otc_rwnef>",False
56,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"35056.0, 12241.0, 1124.33, 250.92","<otc_dpsgy>, <otc_su>, <deutsche-telekom-ag>, <munich-re>",False
57,Which companies have the top 5 lowest water consumption values (in ascending order) for the year 2023 among the following companies in m3?,"munich-re, otc_bamgf, otc_bayzf, otc_crerf, otc_esocf","<otc_crerf>, <otc_bayzf>, <otc_bamgf>, <nan>, <nan>, <nan>",False
58,What are the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.02","<193.0>, <193.0>",False
59,What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in GWh?,"33.09, 250.92","<deutsche-telekom-ag>, <munich-re>",False
60,What are the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,"4178.0, 21598.0, 33093.0, 34510000.0, 61900000.0",prompt too long,False
61,What are the 4 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"19496.0, 30490.0, 37172.0, 142293.0",prompt too long,False
62,What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"1110000.0, 200000.0, 142457.0","<otc_bayzf>, <otc_rwnef>, <otc_adddf>, <munich-re>",False
63,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,otc_adddf,munich-re,False
64,What is the highest energy consumed in the last 2 years among the following companies in TJ?,347068.0,prosiebensat1-media,False
65,What is the highest energy consumed in the last 2 years among the following companies in GWh?,35056.0,deutsche-telekom-ag,False
66,Which companies have the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"nasdaq_dasty, otc_adddf","<otc_bayzf>, <otc_adddf>, <otc_esocf>",False
67,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, deutsche-telekom-ag, otc_su, nasdaq_dasty, prosiebensat1-media","<otc_su>, <heidelberg-materials>, <deutsche-telekom-ag>, <prosiebensat1-media>, <t-mobile us>",False
68,Which companies have the top 4 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of cu.m?,"otc_esocf, otc_crerf, otc_bayzf, otc_bamgf","<otc_bayzf>, <otc_bamgf>, <otc_crerf>, <munich-re>",False
69,Which companies have the 5 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,"otc_esocf, otc_bayzf, otc_adddf, axa, vivendi",prompt too long,False
70,Which companies have the 5 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef, nyse_az, axa, vivendi","<otc_rwnef>, <otc_esocf>, <axa>, <company name: axa>",False
71,What is the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in million mt CO2e?,0.02,138339.0,False
72,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,21600000.0,735018.0,False
73,Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,heidelberg-materials,otc_crerf,False
74,Which companies have the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, axa","<otc_esocf>, <otc_rwnef>, <axa>",False
75,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, munich-re, otc_su, deutsche-telekom-ag, nyse_tte","<deutsche-telekom-ag>, <munich-re>, <prosiebensat1-media>, <otc_su>",False
76,Which companies have the 4 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tons CO2e?,"vivendi, munich-re, otc_adddf, otc_bayzf","<munich-re>, <vivendi>, <otc_rwnef>, <otc_adddf>",False
77,Which company has the largest energy consumption from 2022 to 2023 among the following companies?,nasdaq_dasty,deutsche-telekom-ag,False
78,What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.11, 0.2, 0.14","<otc_bayzf>, <otc_rwnef>, <otc_adddf>, <munich-re>",False
79,What are the 5 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,"5100000.0, 1120000.0, 142293.0, 37172.0, 19496.0",prompt too long,False
80,What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"0.07, 1.12, 12.24",prompt too long,False
81,Which company has the lowest energy consumption over the last 2 years among the following companies in million kWh?,prosiebensat1-media,prosiebensat1-media,True
82,What are the top 4 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of cu.m?,"35.4, 8.2, 6.78, 5.05","<otc_bayzf>, <otc_bamgf>, <otc_crerf>, <munich-re>",False
83,Which company has the highest energy consumed in the last 2 years among the following companies in million kWh?,nyse_tte,munich-re,False
84,What is the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,45.2,"<otc_bayzf>, <otc_bamgf>, <otc_crerf>, <munich-re>",False
85,What are the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01, 0.14, 0.2, 1.11","<2193.0>, <19695.0>, <176510.0>, <157002.0>, <142293.0>",False
86,What is the highest energy consumed in the last 2 years among the following companies in MWh?,96407854.9,munich-re,False
87,What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.12, 0.14","<otc_bayzf>, <axa>",False
88,What are the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.03","<14221.0>, <19496.0>",False
89,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,otc_esocf,vivendi,False
90,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,23800000.0,otc_rwnef: 3192798.0,False
91,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"nyse_az, munich-re, otc_adddf","<otc_bayzf>, <otc_adddf>, <otc_esocf>, <munich-re>",False
92,What are the 4 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"1890000.0, 33093.0, 21779.0, 21598.0",prompt too long,False
93,What are the 5 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"19496.0, 30490.0, 37172.0, 1120000.0, 5100000.0","<otc_esocf>, <otc_bayzf>, <axa>, <company name: axa>",False
94,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in t?,953100.0,otc_bamgf,False
95,What is the highest water consumption in the years 2023 and 2022 for the following companies in m3?,45200000.0,"<otc_bayzf>, <otc_bamgf>, <otc_crerf>, <munich-re>",False
96,What are the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"34510000.0, 33093.0, 21779.0, 10291.0, 4178.0","<otc_esocf>, <otc_adddf>, <munich-re>, <vivendi>, <company name: otc_esocf>",False
97,What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"61900000.0, 33093.0","<munich re>, <otc adddf>",False
98,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"nyse_tte, otc_su, munich-re, nasdaq_dasty, prosiebensat1-media","<otc_su>, <munich-re>, <prosiebensat1-media>, <nyse_tte>",False
99,Which companies have the 5 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"otc_bayzf, otc_rwnef, otc_adddf, munich-re, nasdaq_dasty","<otc_bayzf>, <otc_rwnef>, <otc_adddf>, <munich-re>, <company name: otc_bayzf>",False
100,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, nasdaq_dasty","<otc_su>, <otc_dpsgy>",False
101,Which companies have the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_adddf","<otc_bayzf>, <axa>",False
102,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,7635784.0,3192798.0,False
103,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,otc_rwnef,munich-re,False
104,Which companies have the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"nasdaq_dasty, axa, otc_adddf, munich-re, otc_rwnef",prompt too long,False
105,What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"33090.0, 71218.0","<otc_su>, <otc_dpsgy>",False
106,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef","<otc_esocf>, <otc_rwnef>, <otc_bayzf>",False
107,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"157000000.0, 12241000.0, 250916.0, 71218.0","<prosiebensat1-media>, <munich-re>, <nyse_tte>, <deutsche-telekom-ag>",False
108,Which companies have the 4 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in MtCO2eq?,"otc_esocf, otc_rwnef, nyse_az, axa","<otc_rwnef>, <otc_esocf>, <axa>, <anda",False
109,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_esocf,otc_esocf,True
110,What are the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"157000000.0, 1124327.0, 250916.0, 71218.0, 33090.0","<otc_su>, <munich-re>, <prosiebensat1-media>, <nyse_tte>, <otc_su>",False
111,Which companies have the 4 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_rwnef, otc_adddf, munich-re","<otc_bayzf>, <otc_rwnef>, <otc_adddf>, <munich-re>",False
112,What are the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01","<14249.0>, <18310.0>",False
113,Which company has the highest energy consumed in the last 2 years among the following companies in GWh?,otc_dpsgy,deutsche-telekom-ag,False
114,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in Million metric tons of CO2 equivalents?,5.1,19496.0,False
115,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,43664.0,munich-re,False
116,Which companies have the 4 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, nyse_az, axa, otc_adddf",prompt too long,False
117,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"157000.0, 91604.24, 35056.0, 12241.0","<munich re>, <heidelberg-materials>, <otc_dpsgy>, <deutsche-telekom-ag>",False
118,What are the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"0.0, 0.02, 0.02, 0.03, 61.9",prompt too long,False
119,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"nasdaq_dasty, otc_su, deutsche-telekom-ag",prompt too long,False
120,What is the highest energy consumed in the last 2 years among the following companies in MWh?,35056000,munich-re,False
121,What are the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"3280000.0, 200000.0, 112228.0","<otc_rwnef>, <axa>, <otc_esocf>",False
122,Which companies have the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"nyse_az, nasdaq_dasty, vivendi, otc_rwnef, otc_esocf","<otc_esocf>, <otc_rwnef>, <vivendi>, <nyse_az>, <company name: otc_rwnef>",False
123,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,953.1,otc_bamgf,False
124,What are the 5 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"3280000.0, 200000.0, 112228.0, 42423.0, 22042.0","<vivendi>, <otc_rwnef>, <otc_esocf>, <axa>, <pta",False
125,What is the lowest energy consumption over the last 2 years among the following companies in million kWh?,250.92,"<26199.0>, <27427.0>",False
126,Which company has the lowest energy consumption over the last 2 years among the following companies in MWh?,nasdaq_dasty,munich-re,False
127,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,1910000.0,prompt too long,False
128,What are the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.09, 0.17, 0.77, 23.8, 71.04","<otc_rwnef>, <otc_esocf>, <nasdaq_dasty>, <nasdaq_dasty>, <nasdaq_dasty>",False
129,Which companies have the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"vivendi, axa, otc_adddf",prompt too long,False
130,Which company has the largest energy consumption from 2022 to 2023 among the following companies?,heidelberg-materials,munich-re,False
131,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,23.8,3130824.0,False
132,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"4178.0, 10291.0, 31774.0","<10291.0>, <11228.0>, <10326.0>",False
133,What are the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"92467.0, 168709.0, 3130824.0","<21056.0>, <19695.0>, <179523.0>",False
134,Which companies have the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef, otc_adddf, munich-re","<otc_esocf>, <otc_rwnef>, <otc_adddf>, <munich-re>",False
135,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in tons?,953100.0,otc_bamgf,False
136,Which companies have the 4 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"otc_bayzf, munich-re, otc_adddf, axa",prompt too long,False
137,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,munich-re,munich-re,True
138,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"nyse_tte, heidelberg-materials, otc_dpsgy, deutsche-telekom-ag","<deutsche-telekom-ag>, <munich-re>, <heidelberg-materials>, <otc_dpsggy>",False
139,What are the top 4 highest water consumption values (in descending order) for the year 2023 among the following companies in m3?,"35400000.0, 8200000.0, 6780000.0, 5049144.0","<otc_bayzf>, <otc_bamgf>, <otc_crerf>, <munich-re>",False
140,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"nyse_az, nasdaq_dasty, munich-re","<otc_esocf>, <otc_rwnef>, <munich-re>",False
141,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,71.04,otc_esocf,False
142,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_bayzf,prompt too long,False
143,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"nyse_tte, deutsche-telekom-ag, munich-re, nasdaq_dasty","<munich-re>, <deutsche-telekom-ag>, <prosiebensat1-media>, <nyse_tte>",False
144,Which companies have the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"otc_esocf, otc_rwnef","<otc_rwnef>, <otc_esocf>, <axa>",False
145,What is the largest energy consumption from 2022 to 2023 among the following companies?,82766.0,deutsche-telekom-ag,False
146,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,1.91,prompt too long,False
147,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,56530000.0,735018.0,False
148,Which company has the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,otc_esocf,otc_bayzf,False
149,What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"9720000.0, 7635784.0","<otc_adddf>, <otc_bayzf>, <vivendi>",False
150,What are the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"92467.0, 168709.0, 770748.0, 3130824.0, 71040000.0","<179523.0>, <168709.0>, <153910.0>, <123269.0>, <103269.0>",False
151,Which companies have the 5 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"vivendi, nyse_az, axa, otc_bayzf, otc_esocf","<otc_esocf>, <otc_bayzf>, <axa>, <company name: axa>",False
152,What are the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in million kWh?,"71.22, 250.92, 12241.0, 35056.0, 91604.24","<deutsche-telekom-ag>, <munich-re>, <heidelberg-materials>, <otc_dpsggy>, <company name: t-mobile us>",False
153,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,otc_adddf,munich-re,False
154,What is the smallest water consumption from 2022 to 2023 among the following companies in millions of cu.m?,0.43,otc_bayzf,False
155,Which company has the highest energy consumed in the last 2 years among the following companies in TJ?,heidelberg-materials,munich-re,False
