index,question,value,response
85,What percentage of the total waste generated in 2023 was non-hazardous?,94,0.78443
86,What was the specific energy consumption for cement in 2023 in MJ/t?,2981,3093.0
87,What was the total gross indirect GHG emissions from energy consumption (Scope 2) for Fresenius Helios in 2020 in tonnes of CO2 equivalent?,128,243.0
88,What is the change of total energy consumption from renewable sources for air transport in million kWH between 2022 and 2023?,156.9,-1186.0
89,What was the total gross direct GHG emissions (Scope 1) for Fresenius Kabi in 2022 in tonnes of CO2 equivalent?,169,195.0
90,What was the amount of electricity generated on site from renewable sources in megawatt-hour for the year 2023?,3158,3158.0
91,What was the total GHG emissions from operated domains and from Refining & Chemicals in 2023 in Mt CO2e?,14,55.0
92,"What was the GHG emissions per product, measured in kilograms of CO2 equivalent, for the year 2022?",6.5,6.3
93,What was the amount of Upstream transportation emissions in 2022 in Mt CO2e?,9,9.0
94,How many TCO2e were related to fuel- and energy-related activities in 2023?,40652,40652.0
95,What was the value for the breakdown by geography - Europe in 2022 measured in Mt CO2e?,23,22.0
96,How much seawater was withdrawn in 2022 (million m3)?,1283,1224.0
97,What is the count of suppliers with whom Eni has terminated relations in 2021?,34,40.0
98,What was the total seawater discharge in 2021 in million m3?,3.9,3.5
99,How much renewable fuel and heat was consumed in 2022 in MWh?,0,0.0
