index,question,value,response
37,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,OTC_ESOCF,OTC_ESOCF
38,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,38378.5,NYSE_AZ
39,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,axa,AXA
40,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"axa, vivendi",vivendi#AXA
41,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in kt?,25.7,"18#26 | step | output |
| 1 | Arithmetic |
| 2 | 18#26 |
| 3 | (18 + 26) / 2 |
| 4 | 22 |
| 5 | none |

Finally, present the final answer in the format: """
42,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,5.72,AXA
43,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_DPSGY,OTC_DPSGY
44,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,OTC_RWNEF,OTC_RWNEF
45,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,83.7,OTC_RWNEF
46,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,17.59,0.32
47,Which companies have the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in TWh?,"NYSE_TTE, OTC_SU",NYSE_TTE#OTC_SU
48,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"9.89, 80.6",5.04914e+06#4.84016e+06
49,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,prosiebensat1-media
50,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,NYSE_TTE,"165#476.5 | step | output |
| 1 | Single span |
| 2 | Heidelberg Materials |
| 3 | N.A. |
| 4 | Heidelberg Materials |
| 5 | none |

Finally, present the final answer in the format: """
51,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,OTC_ESOCF,OTC_ESOCF
52,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,109300000.0,3192798
53,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,OTC_BAYZF,OTC_BAYZF
54,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,0.7,0.88
55,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tons CO2e?,"NYSE_AZ, OTC_ADDDF",AZ#ADDDF
56,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,6.72,5.41743e+06#4.84016e+06
57,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,munich-re,NYSE_AZ
58,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in MWh?,"1217031.33, 96302762.23","329775#347068 |

| step | output |
| 1 | Multiple spans |
| 2 | 329775#347068 |
| 3 | N.A. |
| 4 | 347068#329775 |
| 5 | none |

Finally, present the final answer in the format: """
59,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,12241#13253
60,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,OTC_SU,OTC_SU
61,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"vivendi, heidelberg-materials",heidelberg-materials#vivendi
62,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,"15.66, 378.0",7573#8091
63,What is the lowest total energy consumption over the last 4 years among the following companies in MWh?,4867939.0,OTC_SU
64,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,7799933.0,79705
65,What is the total energy consumption generated by the following companies in the last 2 years in million kWh?,69615.35,"33.2#33.09#22.19 |

| step | output |
| 1 | Arithmetic |
| 2 | 33.09#22.19 |

| 3 | 33.09 + 22.19 |

| 4 | 55.28 |

| 5 | million |

Finally, present the final answer in the format: """
66,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,1.24,0.24
67,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59,22.19#21.99
68,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,5.0,0.51
69,Which company has the highest average energy consumed in the last 2 years among the following companies in TWh?,NYSE_TTE,"TTE | step | output |
| 1 | Single span |
| 2 | TTE |
| 3 | N.A. |
| 4 | TTE |
| 5 | none |

Finally, present the final answer in the format: """
70,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"338421.5, 1016.31",313698#250916
71,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,248676.0,NYSE_AZ
72,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,32.84,"31774#96745 |

"
73,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in kt?,196.83,"7573#8091 |

"
74,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,prosiebensat1-media,prosiebensat1-media
75,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,NYSE_AZ,NYSE_AZ
76,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in kt?,"378.0, 15.66","2022#2023 | 198#2022#165 | 165#198 |

"
77,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_RWNEF,vivendi
78,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,26058.61,"12241#13253 |

"
79,What is the lowest total energy consumption over the last 3 years among the following companies in MWh?,3651094.0,329775
80,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,10.18,"157.3#129.3#75.7#66.9 |

| step | output |
| 1 | Arithmetic |
| 2 | 129.3#157.3#66.9#75.7 |
| 3 | (((157.3 - 129.3) / 129.3) + ((129.3 - 75.7) / 75.7) + ((75.7 - 66.9) / 66.9)) / 4 |
| 4 | 109.1 |
| 5 | percent |

Finally, present the final answer in the format: """
81,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,220334.0,66.35
82,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TWh?,"0.28, 161.5",157#166 |
83,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, OTC_BAMGF",OTC_BAMGF#munich-re
84,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,NYSE_AZ,NYSE_AZ
85,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,10.52,10.27
86,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"deutsche-telekom-ag, munich-re",deutsche-telekom-ag#munich-re
87,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,0.96,AXA
88,What is the average percentage of hazardous waste generated in 2022 among the following companies?,13.99,"26#18#7444#7276 |

The average percentage of hazardous waste generated in 2022 among the following companies is: (((26 + 18) + (7444 + 7276)) / 4) * 100 |

"
89,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,47.2,26
90,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"OTC_DPSGY, heidelberg-materials",Heidelberg Materials#OTC_DPSGY
91,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"OTC_BAYZF, munich-re",munich-re#OTC_BAYZF
92,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,NYSE_AZ,NYSE_AZ
93,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,1900000.0,OTC_BAYZF
94,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57,OTC_RWNEF
95,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,13.95,71218#82766
96,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",40754863.5,40.7
97,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,OTC_CRERF,Heidelberg Materials
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,26.56,0.32
99,What is the highest average energy consumed in the last 4 years among the following companies in GWh?,154500.0,12241
100,What is the highest average energy consumed in the last 3 years among the following companies in TWh?,157.0,Heidelberg Materials
101,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,36.34,25.88
102,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 1162801.5",7501#7310
103,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tons CO2e?,"21490.0, 21817.5",21779#21856
104,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tons CO2e?,OTC_ADDDF,AXA
105,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_ESOCF,OTC_ESOCF
106,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,873133.5,624
107,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"73.65, 0.03",85.4#61.9
108,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,axa,AXA
109,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,873133.5,927880
110,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,30.71,20.4%
111,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"4327.0, 21817.5",21779#21856
112,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.47,5.62
113,What is the average percentage of hazardous waste generated in 2023 among the following companies?,7.01,"18#7573#7444#1770#18 |

The average percentage of hazardous waste generated in 2023 among the following companies is: (((18 + 7573) + 7444) + 1770) / 5 |

"
114,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,OTC_SU,OTC_SU
115,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,20.01,Natural gas
116,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,OTC_BAYZF,OTC_BAYZF
117,What is the average percentage of hazardous waste generated in 2022 among the following companies?,16.07,31%
118,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,1.07,0.005
119,Which company has the lowest total energy consumption over the last 4 years among the following companies in MWh?,OTC_SU,OTC_SU
120,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"20400000.0, 9889305.0",8.2#12.2
121,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,vivendi,vivendi
122,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,1162801.5,313698
123,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,NASDAQ_DASTY,NYSE_TTE
124,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,33.47,NYSE_AZ
125,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,6720000.0,munich-re
126,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,10.2,10.2
127,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,0.84,"0.27#0.29#0.34 |

The corresponding scale is: none |

Finally, present the final answer in the format: """
128,What is the highest average energy consumed in the last 2 years among the following companies in TWh?,161.5,"157#160 | 157#160 |

| step | output |
| 1 | Single span |
| 2 | 157#160 |
| 3 | N.A. |
| 4 | 157#160 |
| 5 | none |

Finally, present the final answer in the format: """
129,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,12.75,OTC_BAYZF
130,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,2479587,"1124327#1201276 |

| step | output |
| 1 | Arithmetic |
| 2 | 1124327#1201276 |
| 3 | 1124327 + 1201276 |
| 4 | 2325603 |
| 5 | none |

Finally, present the final answer in the format: """
131,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,heidelberg-materials,vivendi
132,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,84.0,prosiebensat1-media
133,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,6279575.0,3086777
134,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,6.56,Heidelberg Materials
135,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,38.77,vivendi
136,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,1.9,2.2
137,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,vivendi,vivendi
138,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,66.12,57.3%
139,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 1162801.5",1124327#1201276
140,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_RWNEF,AXA
141,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"120042.0, 346689.67",347068#329775
142,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,OTC_BAYZF,OTC_BAYZF
143,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re,prosiebensat1-media
144,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,14.31,476.5
145,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,4.62,476.5
146,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,OTC_RWNEF,OTC_RWNEF
147,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in MWh?,"OTC_SU, heidelberg-materials","heidelberg-materials#OTC_SU | step | output |
| 1 | Multiple spans |
| 2 | 329775#347068 |
| 3 | N.A. |
| 4 | heidelberg-materials#OTC_SU |
| 5 | none |

### "
148,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"OTC_SU, NYSE_TTE",126#131402
149,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, OTC_SU",OTC_SU#prosiebensat1-media
150,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tons CO2e?,"31363.5, 21817.5",AZ#OTC_ADDDF
151,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, OTC_SU",8091#7573
152,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TWh?,"munich-re, NYSE_TTE",NYSE_TTE#munich-re
153,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7,"18.56#14.51 |

The corresponding scale is: none |

Finally, present the final answer in the format: """
154,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,NYSE_TTE,vivendi
155,Which company has the highest average energy consumed in the last 3 years among the following companies in TWh?,NYSE_TTE,"heidelberg-materials | step | output |
| 1 | Single span |
| 2 | 347068 |
| 3 | N.A. |
| 4 | heidelberg-materials |
| 5 | none |

### "
156,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"NASDAQ_DASTY, axa",Response too long
157,Which companies have the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in GWh?,"NYSE_TTE, deutsche-telekom-ag","deutsche-telekom-ag#TTE | step | output |
| 1 | Multiple spans |
| 2 | 12241#13253 |
| 3 | N.A. |
| 4 | TTE#deutsche-telekom-ag |
| 5 | none |

Finally, present the final answer in the format: """
158,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,NYSE_AZ
159,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,OTC_SU,Heidelberg Materials
160,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,6.16,Heidelberg Materials
161,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,1.8,20.5%
162,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"munich-re, prosiebensat1-media",munich-re#prosiebensat1-media
163,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,714.8,"10007#953.1#9214#1276.7 |

The corresponding scale is: none |

"
164,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,73.65,"85.4#61.9 |

The corresponding scale is: none |

"
165,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,5.2,157#153#166#147#143#148#160#143#147#148#157#143#147#148#157#143#147#148#160#143#147#148#157#143#147#148#160#143#147#148#157#143#147#148#16
166,Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,OTC_SU,munich-re
167,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tons CO2e?,6059047.0,AXA
168,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"OTC_RWNEF, NYSE_AZ",NYSE_AZ#OTC_RWNEF
169,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,munich-re,NYSE_AZ
170,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,vivendi,vivendi
171,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,35.09,heidelberg-materials
172,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"NYSE_AZ, vivendi",NYSE_AZ#vivendi
173,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,12747000.0,deutsche-telekom-ag
174,Which company has the lowest total energy consumption over the last 3 years among the following companies in MWh?,OTC_SU,"heidelberg-materials | step | output |
| 1 | Single span |
| 2 | 329775 |
| 3 | N.A. |
| 4 | heidelberg-materials |
| 5 | none |

### "
175,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,prosiebensat1-media,prosiebensat1-media
176,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"15664, 3751",18#26 |
177,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,OTC_ADDDF,OTC_RWNEF
178,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,munich-re,munich-re
179,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,OTC_BAMGF,OTC_CRERF
180,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,2.16,3062
181,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"3751.0, 47652.0",18#26 |
182,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,NYSE_AZ,NYSE_AZ
183,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"OTC_ESOCF, OTC_BAYZF",OTC_BAYZF#OTC_ESOCF
184,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in millions of cu.m?",16.92,10.2
185,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,NASDAQ_DASTY,prosiebensat1-media
186,What are the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in TWh?,"154.5, 1.22",1325491#1201276
187,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"munich-re, OTC_RWNEF",61.9#85.4
188,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"12747.0, 282.31",12241#13253
189,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,NYSE_TTE,vivendi
190,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,8.61,"18#9214 |

The corresponding scale is: none |

Finally, present the final answer in the format: """
191,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 6.16",2#7#8091#8549 |
192,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727, 9889305",5.04914e+06#4.84016e+06
193,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,10200000.0,12.2
194,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,12.13,vivendi
195,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,67.06,62.9%
196,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"282.31, 33.17",33.26#33.09
197,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"31363.5, 10759.5",NYSE_AZ#vivendi
198,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,NYSE_TTE,prosiebensat1-media
199,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, munich-re",heidelberg-materials#munich-re
200,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,vivendi,vivendi
201,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 13.44",45.2#35.4
202,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 7.92",202#176
