index,question,value,response,correct
16,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,otc_esocf,otc_bayzf,False
17,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,25647984,"12241#82766 |

| step | output |
| 1 | arithmetic |
| 2 | 12241#82766 |
| 3 | 12241 + 82766 |
| 4 | 94907 |
| 5 | none |

finally, present the final answer in the format: """,False
18,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"otc_crerf, otc_bamgf",otc_bamgf#otc_crerf,False
19,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"7.92, 6.0",7444#1770,False
20,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,98.83,"9.18#3 |

| step | output |
| 1 | single span |
| 2 | otc_esocf |

| 3 | n.a. |

| 4 | otc_esocf |

| 5 | none |

finally, present the final answer in the format: """,False
21,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,otc_bamgf,nyse_tte,False
22,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,63.32,vivendi,False
23,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.05,8109,False
24,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,otc_rwnef,munich-re,False
25,What is the lowest total energy consumption over the last 3 years among the following companies in TJ?,360126.0,heidelberg materials,False
26,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82,axa,False
27,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tons CO2e?,"axa, otc_adddf",21779#21856,False
28,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"4327.0, 21490.0",response too long,False
29,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,21490.0,axa,False
30,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"otc_su, vivendi",vivendi#otc_su,False
31,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,62.9,62.9%,True
32,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,133.03,53.07,False
33,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, otc_su",otc_su#nasdaq_dasty,False
34,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,564614,250916,False
35,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2eq?,axa,axa,True
36,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,10697.5,10007,False
37,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_esocf,otc_esocf,True
38,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,38378.5,nyse_az,False
39,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,axa,axa,True
40,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"axa, vivendi",vivendi#axa,False
41,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in kt?,25.7,"18#26 | step | output |
| 1 | arithmetic |
| 2 | 18#26 |
| 3 | (18 + 26) / 2 |
| 4 | 22 |
| 5 | none |

finally, present the final answer in the format: """,False
42,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,5.72,axa,False
43,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,otc_dpsgy,otc_dpsgy,True
44,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,otc_rwnef,otc_rwnef,True
45,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,83.7,otc_rwnef,False
46,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,17.59,0.32,False
47,Which companies have the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in TWh?,"nyse_tte, otc_su",nyse_tte#otc_su,False
48,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"9.89, 80.6",5.04914e+06#4.84016e+06,False
49,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,prosiebensat1-media,True
50,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,nyse_tte,"165#476.5 | step | output |
| 1 | single span |
| 2 | heidelberg materials |
| 3 | n.a. |
| 4 | heidelberg materials |
| 5 | none |

finally, present the final answer in the format: """,False
51,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,otc_esocf,otc_esocf,True
52,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,109300000.0,3192798,False
53,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,otc_bayzf,otc_bayzf,True
54,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,0.7,0.88,False
55,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tons CO2e?,"nyse_az, otc_adddf",az#adddf,False
56,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,6.72,5.41743e+06#4.84016e+06,False
57,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,munich-re,nyse_az,False
58,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in MWh?,"1217031.33, 96302762.23","329775#347068 |

| step | output |
| 1 | multiple spans |
| 2 | 329775#347068 |
| 3 | n.a. |
| 4 | 347068#329775 |
| 5 | none |

finally, present the final answer in the format: """,False
59,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,12241#13253,False
60,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,otc_su,otc_su,True
61,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"vivendi, heidelberg-materials",heidelberg-materials#vivendi,False
62,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,"15.66, 378.0",7573#8091,False
63,What is the lowest total energy consumption over the last 4 years among the following companies in MWh?,4867939.0,otc_su,False
64,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,7799933.0,79705,False
65,What is the total energy consumption generated by the following companies in the last 2 years in million kWh?,69615.35,"33.2#33.09#22.19 |

| step | output |
| 1 | arithmetic |
| 2 | 33.09#22.19 |

| 3 | 33.09 + 22.19 |

| 4 | 55.28 |

| 5 | million |

finally, present the final answer in the format: """,False
66,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,1.24,0.24,False
67,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59,22.19#21.99,False
68,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,5.0,0.51,False
69,Which company has the highest average energy consumed in the last 2 years among the following companies in TWh?,nyse_tte,"tte | step | output |
| 1 | single span |
| 2 | tte |
| 3 | n.a. |
| 4 | tte |
| 5 | none |

finally, present the final answer in the format: """,False
70,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"338421.5, 1016.31",313698#250916,False
71,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,248676.0,nyse_az,False
72,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,32.84,"31774#96745 |

",False
73,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in kt?,196.83,"7573#8091 |

",False
74,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,prosiebensat1-media,prosiebensat1-media,True
75,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,nyse_az,nyse_az,True
76,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in kt?,"378.0, 15.66","2022#2023 | 198#2022#165 | 165#198 |

",False
77,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,otc_rwnef,vivendi,False
78,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,26058.61,"12241#13253 |

",False
79,What is the lowest total energy consumption over the last 3 years among the following companies in MWh?,3651094.0,329775,False
80,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,10.18,"157.3#129.3#75.7#66.9 |

| step | output |
| 1 | arithmetic |
| 2 | 129.3#157.3#66.9#75.7 |
| 3 | (((157.3 - 129.3) / 129.3) + ((129.3 - 75.7) / 75.7) + ((75.7 - 66.9) / 66.9)) / 4 |
| 4 | 109.1 |
| 5 | percent |

finally, present the final answer in the format: """,False
81,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,220334.0,66.35,False
82,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TWh?,"0.28, 161.5",157#166 |,False
83,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, otc_bamgf",otc_bamgf#munich-re,False
84,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,nyse_az,nyse_az,True
85,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,10.52,10.27,False
86,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"deutsche-telekom-ag, munich-re",deutsche-telekom-ag#munich-re,False
87,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,0.96,axa,False
88,What is the average percentage of hazardous waste generated in 2022 among the following companies?,13.99,"26#18#7444#7276 |

the average percentage of hazardous waste generated in 2022 among the following companies is: (((26 + 18) + (7444 + 7276)) / 4) * 100 |

",False
89,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,47.2,26,False
90,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"otc_dpsgy, heidelberg-materials",heidelberg materials#otc_dpsgy,False
91,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, munich-re",munich-re#otc_bayzf,False
92,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,nyse_az,nyse_az,True
93,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,1900000.0,otc_bayzf,False
94,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57,otc_rwnef,False
95,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,13.95,71218#82766,False
96,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",40754863.5,40.7,False
97,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,otc_crerf,heidelberg materials,False
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,26.56,0.32,False
99,What is the highest average energy consumed in the last 4 years among the following companies in GWh?,154500.0,12241,False
100,What is the highest average energy consumed in the last 3 years among the following companies in TWh?,157.0,heidelberg materials,False
101,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,36.34,25.88,False
102,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 1162801.5",7501#7310,False
103,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tons CO2e?,"21490.0, 21817.5",21779#21856,False
104,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tons CO2e?,otc_adddf,axa,False
105,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,otc_esocf,otc_esocf,True
106,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,873133.5,624,False
107,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"73.65, 0.03",85.4#61.9,False
108,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,axa,axa,True
109,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,873133.5,927880,False
110,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,30.71,20.4%,False
111,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"4327.0, 21817.5",21779#21856,False
112,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.47,5.62,False
113,What is the average percentage of hazardous waste generated in 2023 among the following companies?,7.01,"18#7573#7444#1770#18 |

the average percentage of hazardous waste generated in 2023 among the following companies is: (((18 + 7573) + 7444) + 1770) / 5 |

",False
114,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,otc_su,otc_su,True
115,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,20.01,natural gas,False
116,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,otc_bayzf,otc_bayzf,True
117,What is the average percentage of hazardous waste generated in 2022 among the following companies?,16.07,31%,False
118,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,1.07,0.005,False
119,Which company has the lowest total energy consumption over the last 4 years among the following companies in MWh?,otc_su,otc_su,True
120,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"20400000.0, 9889305.0",8.2#12.2,False
121,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,vivendi,vivendi,True
122,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,1162801.5,313698,False
123,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,nasdaq_dasty,nyse_tte,False
124,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,33.47,nyse_az,False
125,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,6720000.0,munich-re,False
126,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,10.2,10.2,True
127,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,0.84,"0.27#0.29#0.34 |

the corresponding scale is: none |

finally, present the final answer in the format: """,False
128,What is the highest average energy consumed in the last 2 years among the following companies in TWh?,161.5,"157#160 | 157#160 |

| step | output |
| 1 | single span |
| 2 | 157#160 |
| 3 | n.a. |
| 4 | 157#160 |
| 5 | none |

finally, present the final answer in the format: """,False
129,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,12.75,otc_bayzf,False
130,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,2479587,"1124327#1201276 |

| step | output |
| 1 | arithmetic |
| 2 | 1124327#1201276 |
| 3 | 1124327 + 1201276 |
| 4 | 2325603 |
| 5 | none |

finally, present the final answer in the format: """,False
131,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,heidelberg-materials,vivendi,False
132,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,84.0,prosiebensat1-media,False
133,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,6279575.0,3086777,False
134,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,6.56,heidelberg materials,False
135,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,38.77,vivendi,False
136,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,1.9,2.2,False
137,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,vivendi,vivendi,True
138,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,66.12,57.3%,False
139,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 1162801.5",1124327#1201276,False
140,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,otc_rwnef,axa,False
141,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"120042.0, 346689.67",347068#329775,False
142,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_bayzf,otc_bayzf,True
143,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re,prosiebensat1-media,False
144,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,14.31,476.5,False
145,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,4.62,476.5,False
146,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,otc_rwnef,otc_rwnef,True
147,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in MWh?,"otc_su, heidelberg-materials","heidelberg-materials#otc_su | step | output |
| 1 | multiple spans |
| 2 | 329775#347068 |
| 3 | n.a. |
| 4 | heidelberg-materials#otc_su |
| 5 | none |

### ",False
148,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"otc_su, nyse_tte",126#131402,False
149,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, otc_su",otc_su#prosiebensat1-media,False
150,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tons CO2e?,"31363.5, 21817.5",az#otc_adddf,False
151,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, otc_su",8091#7573,False
152,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TWh?,"munich-re, nyse_tte",nyse_tte#munich-re,False
153,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7,"18.56#14.51 |

the corresponding scale is: none |

finally, present the final answer in the format: """,False
154,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,nyse_tte,vivendi,False
155,Which company has the highest average energy consumed in the last 3 years among the following companies in TWh?,nyse_tte,"heidelberg-materials | step | output |
| 1 | single span |
| 2 | 347068 |
| 3 | n.a. |
| 4 | heidelberg-materials |
| 5 | none |

### ",False
156,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"nasdaq_dasty, axa",response too long,False
157,Which companies have the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in GWh?,"nyse_tte, deutsche-telekom-ag","deutsche-telekom-ag#tte | step | output |
| 1 | multiple spans |
| 2 | 12241#13253 |
| 3 | n.a. |
| 4 | tte#deutsche-telekom-ag |
| 5 | none |

finally, present the final answer in the format: """,False
158,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,nyse_az,False
159,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,otc_su,heidelberg materials,False
160,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,6.16,heidelberg materials,False
161,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,1.8,20.5%,False
162,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"munich-re, prosiebensat1-media",munich-re#prosiebensat1-media,False
163,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,714.8,"10007#953.1#9214#1276.7 |

the corresponding scale is: none |

",False
164,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,73.65,"85.4#61.9 |

the corresponding scale is: none |

",False
165,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,5.2,157#153#166#147#143#148#160#143#147#148#157#143#147#148#157#143#147#148#160#143#147#148#157#143#147#148#160#143#147#148#157#143#147#148#16,False
166,Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,otc_su,munich-re,False
167,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tons CO2e?,6059047.0,axa,False
168,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"otc_rwnef, nyse_az",nyse_az#otc_rwnef,False
169,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,munich-re,nyse_az,False
170,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,vivendi,vivendi,True
171,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,35.09,heidelberg-materials,False
172,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"nyse_az, vivendi",nyse_az#vivendi,False
173,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,12747000.0,deutsche-telekom-ag,False
174,Which company has the lowest total energy consumption over the last 3 years among the following companies in MWh?,otc_su,"heidelberg-materials | step | output |
| 1 | single span |
| 2 | 329775 |
| 3 | n.a. |
| 4 | heidelberg-materials |
| 5 | none |

### ",False
175,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,prosiebensat1-media,prosiebensat1-media,True
176,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"15664, 3751",18#26 |,False
177,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,otc_adddf,otc_rwnef,False
178,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,munich-re,munich-re,True
179,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,otc_bamgf,otc_crerf,False
180,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,2.16,3062,False
181,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"3751.0, 47652.0",18#26 |,False
182,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,nyse_az,nyse_az,True
183,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"otc_esocf, otc_bayzf",otc_bayzf#otc_esocf,False
184,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in millions of cu.m?",16.92,10.2,False
185,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,nasdaq_dasty,prosiebensat1-media,False
186,What are the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in TWh?,"154.5, 1.22",1325491#1201276,False
187,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"munich-re, otc_rwnef",61.9#85.4,False
188,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"12747.0, 282.31",12241#13253,False
189,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,nyse_tte,vivendi,False
190,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,8.61,"18#9214 |

the corresponding scale is: none |

finally, present the final answer in the format: """,False
191,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 6.16",2#7#8091#8549 |,False
192,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727, 9889305",5.04914e+06#4.84016e+06,False
193,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,10200000.0,12.2,False
194,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,12.13,vivendi,False
195,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,67.06,62.9%,False
196,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"282.31, 33.17",33.26#33.09,False
197,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"31363.5, 10759.5",nyse_az#vivendi,False
198,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,nyse_tte,prosiebensat1-media,False
199,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, munich-re",heidelberg-materials#munich-re,False
200,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,vivendi,vivendi,True
201,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 13.44",45.2#35.4,False
