index,question,value,response,correct
47,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in TCO2eq?,959708.0, 24512.00,False
48,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in MtCO2eq?,"21817.5, 0.03"," 31774.00, 30953.00",False
49,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,otc_bamgf, heidelberg-materials,False
50,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,248676.0, 136448.00,False
51,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TWh?,"0.22, 157.0"," 0.77, 157.00",False
52,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,323.07, 323.07,True
53,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,3.59, 2.00,False
54,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,otc_bayzf, otc_bayzf,True
55,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,3.53, -1.90,False
56,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,otc_dpsgy, otc_dpsgy,True
57,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,42.64, 42.64,True
58,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"otc_bayzf, otc_esocf"," otc_bayzf, otc_esocf",True
59,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59, 67.03,False
60,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,32.09, 32.09,True
61,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,otc_dpsgy, otc_dpsgy,True
62,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7, 74.70,True
63,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,6.57, 5.98,False
64,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,"nyse_az, otc_adddf"," otc_adddf, nyse_az",False
65,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,nasdaq_dasty, nasdaq_dasty,True
66,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"1900000.0, 21490.0"," 1.91, 1.89",False
67,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,heidelberg-materials, heidelberg-materials,True
68,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,otc_esocf, otc_esocf,True
69,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons?,7884.4, 7832.00,False
70,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,3.32, -3.57,False
71,What is the lowest energy consumption over the last 2 years among the following companies in million kWh?,564.61, 250.92,False
72,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, deutsche-telekom-ag"," nasdaq_dasty, deutsche-telekom-ag",True
73,What is the total energy consumption generated by the following companies in the last 4 years in MWh?,132329939, 4995401.00,False
74,What are the top 2 highest values of average energy consumed in the last 4 years (sorted in ascending order) among the following companies in MWh?,"1216984.75, 154500000.0"," 154500.00, 1216485.75",False
75,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,15.5, 0.10%,False
76,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in million mt CO2e?,133.03, 1817.41,False
77,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,180.14, 180.14,True
78,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"nyse_tte, prosiebensat1-media"," nyse_tte, prosiebensat1-media",True
79,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0, 3.00,False
80,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 6.1"," 38.76, 6.10",False
81,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,21490.0, 10759.50,False
82,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GJ?,"nasdaq_dasty, terna"," terna direct: 168278.15, nasdaq_dasty: 277000.80",False
83,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in million cubic meters?",11.66, 11.67,False
84,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,21817.5, 31363.50,False
85,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,otc_esocf, otc_esocf,True
86,What is the total energy consumption generated by the following companies in the last 4 years in GWh?,669660, 669660.00,True
87,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,3.0, 5.91,False
88,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,0.36, 176510.00,False
89,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in TCO2eq?,axa, vivendi,False
90,What is the highest average energy consumed in the last 4 years among the following companies in MWh?,154500000.0, 1219735.75,False
91,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,axa, axa,True
92,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,"12939.0, 223.29"," 13323.00, 13253.00",False
93,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,10697.5, 10697.50,True
94,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,otc_bayzf, otc_bayzf,True
95,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,"21817500000.0, 4327.0"," 21879.00, 21856.00",False
96,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,"vivendi, nasdaq_dasty"," vivendi, nasdaq_dasty",True
97,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,3.59, 6.50,False
98,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in TCO2eq?,"73.65, 10759.5"," 0.01, 0.01",False
99,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 94006047.43"," 76992.00, 93956.39",False
100,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,33.47, 33.47,True
101,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media, prosiebensat1-media,True
102,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64, -7.63,False
103,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,1.71, 1.71,True
104,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Tonnes CO2 equivalents?,terna, terna,True
105,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.23, -7.23,True
106,What is the lowest energy consumption over the last 4 years among the following companies in million kWh?,4867.94, 1124.33,False
107,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of cu.m?,"80.6, 20.4"," 80.60, 20.40",True
108,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.05, 6.05,True
109,What is the highest average energy consumed in the last 4 years among the following companies in TWh?,154.5, 25.25 twh,False
110,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,718598, 718598.00,True
111,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 35.34"," 2.00, 35.41",False
112,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of m3?,40.3, 40.30,True
113,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,6.56, 6.56,True
114,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,34774.5, 34724.50,False
115,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,10.82, -9.20,False
116,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2e?,otc_bayzf, otc_bayzf,True
117,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,63.32, 63.31,False
118,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,363404.0, 136448.00,False
119,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,otc_bamgf, otc_bamgf,True
120,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Tonnes CO2 equivalents?,1807523.7, 109300000.00,False
121,Which company has the lowest energy consumption over the last 2 years among the following companies in MWh?,prosiebensat1-media, prosiebensat.1 media,False
122,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,60.1, 60.10,True
123,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05, 61.00,False
124,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,nyse_tte, nyse_tte,True
125,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of cu.m?,"13.44, 20.4"," 13.44, 20.40",True
126,What is the highest average energy consumed in the last 3 years among the following companies in GJ?,565200000.0, 565600000.00,False
127,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,nyse_tte, nyse_tte,True
128,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,61.27, 14.77,False
129,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,45.28, 45.29,False
130,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,nasdaq_dasty, heidelberg materials,False
131,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,1.9, 1.90,True
132,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"157.0, 0.22"," 157.00, 0.03",False
133,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,153.58, 153.45%,False
134,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GJ?,"277171.2, 799738.3"," 168278.15, 277396.80",False
135,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,nyse_az, otc_bayzf,False
136,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,deutsche-telekom-ag, deutsche telekom ag,False
137,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,13.38, -50.00%,False
138,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,5.53, -29.50%,False
139,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,12.61, -11.60,False
140,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TWh?,"terna, nyse_tte"," terna, nyse_tte",True
141,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, nyse_tte"," heidelberg-materials, nyse_tte",True
142,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,"deutsche-telekom-ag, terna"," terna, deutsche telekom ag",False
143,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"4327.0, 21817500000.0"," 4178.00, 4476.00",False
144,What is the average percentage of hazardous waste generated in 2023 among the following companies?,7.01, 3.14,False
145,Which companies have the top 2 highest values of average energy consumed in the last 4 years (sorted in ascending order) among the following companies in MWh?,"otc_su, nyse_tte"," nyse_tte, otc_su",False
146,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,26.56, 26.55,False
147,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,heidelberg-materials, heidelberg-materials,True
148,Which company has the highest average energy consumed in the last 4 years among the following companies in MWh?,nyse_tte, otc_su,False
149,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,nyse_az, nyse_az,True
