index,question,value,response
92,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.01, 0.04, 73.65",33093.0
93,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,17.8,0.27082
94,What are the top 3 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"46580.4, 120042.0, 346689.67",363226.0
95,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,NASDAQ_DASTY,186894.0
96,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_SU,Prompt too long
97,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,2956.57,68.35
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,2.89,Prompt too long
99,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,OTC_BAMGF,741.5
100,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GWh?,"prosiebensat1-media, munich-re, OTC_SU",108722.0
101,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,153984.0,71218.0
102,What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 20.4, 0.91",73.2
103,What is the average percentage of hazardous waste generated in 2022 among the following companies?,14.5,0.18154
104,What is the highest average energy consumed in the last 2 years among the following companies in TJ?,338421.5,Prompt too long
105,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.0,0.01147
106,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,vivendi,0.21
107,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,OTC_CRERF,5417428.0
108,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,heidelberg-materials,11388.0
109,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,34774.5,27427.0
110,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GWh?,"33.17, 282.31, 1162.8",4.43
111,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,0.96,Prompt too long
112,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,4.32,1.7
113,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,0.54,2022.0
114,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,714.8,671.0
115,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,153910.0
116,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,prosiebensat1-media,673.0
117,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,53.27,0.2199
118,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,0.65153
119,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,OTC_SU,0.00113
120,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, vivendi","288.0, 198.0"
121,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,94006.05,26199.0
122,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,vivendi,OTC\_SU
123,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,25.97,0.24
124,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,OTC_ESOCF,Prompt too long
125,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,NYSE_TTE,0.21
126,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,24.43,0.66304
127,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,"96302.76, 12939.0",Prompt too long
128,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,23.22,Prompt too long
129,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"161500000.0, 1162801.5, 76992.0",Prompt too long
130,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_ESOCF,0.65153
131,What is the total energy consumption generated by the following companies in the last 2 years in million kWh?,70179.96,63635.0
132,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,35.09,0.12226
133,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,12.13,0.11146
134,What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"1900000.0, 21490.0, 10759.5",Prompt too long
135,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"munich-re, OTC_SU, deutsche-telekom-ag",Prompt too long
136,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons?,22355.67,19.0
137,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, munich-re",347068.0
138,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,OTC_RWNEF,Prompt too long
139,Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,"vivendi, OTC_SU",18.0
140,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"NYSE_TTE, deutsche-telekom-ag","157.0, 166.0"
141,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,873133.5,771162.0
142,Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,deutsche-telekom-ag,12843.0
143,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,OTC_ADDDF,munich-re
144,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,NASDAQ_DASTY,84.0
145,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,11.78,0.38551
146,Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"OTC_ESOCF, OTC_BAMGF, munich-re",109.6
147,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.67,0.02444
148,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,OTC_BAMGF,21.7
149,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, OTC_SU, NASDAQ_DASTY",Prompt too long
150,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"munich-re, NYSE_AZ","21856.0, 21779.0"
151,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 282307.0, 34774500.0",27427.0
152,What is the highest average energy consumed in the last 3 years among the following companies in GWh?,96302.76,Prompt too long
153,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in million mt CO2e?,109.3,11228.0
154,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 1.9",Prompt too long
155,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,"31363.5, 1900000.0",1.89
156,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,63.32,0.34444
157,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,NYSE_TTE,0.36154
158,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,"10759.5, 38378.5, 1900000.0",1.89
159,Which company has the highest average energy consumed in the last 3 years among the following companies in GWh?,heidelberg-materials,Prompt too long
160,What is the lowest total energy consumption over the last 2 years among the following companies in GWh?,66.35,31.4
161,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_DPSGY,0.012
162,What are the top 3 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727.0, 9889305.0, 20400000.0",10745141.0
163,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_ESOCF,Prompt too long
164,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,deutsche-telekom-ag,0.01318
165,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,20.95,-0.26923
166,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"3751.0, 15664.0",1189.0
167,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,97.98,Prompt too long
168,What are the 3 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 6.16, 35.34",0.00763
169,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",33969909.0,42.6
170,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,24.3,Prompt too long
171,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59,0.23077
172,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2-eq?,OTC_ESOCF,Prompt too long
173,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,67.06,0.63046
174,Which companies have the 3 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, OTC_SU, NYSE_TTE","7573.0, 8091.0, 8549.0"
175,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727.0, 9889305.0",83.2
176,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 6.1","0.21, 0.24"
177,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,2.16,0.012
178,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"338421.5, 4186.09, 277.17",Prompt too long
179,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"NASDAQ_DASTY, axa",Prompt too long
180,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,348.65,273.0
181,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,NASDAQ_DASTY,84.0
182,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,vivendi,0.21
183,What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 9.89, 0.91",83.2
184,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_BAYZF,0.87146
185,Which companies have the top 3 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"deutsche-telekom-ag, OTC_DPSGY, heidelberg-materials",363226.0
186,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,38.77,0.288
187,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,6720000.0,5417428.0
188,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,heidelberg-materials,26199.0
189,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,84.0,0.2219
190,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,NYSE_TTE,114240.0
191,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7,Prompt too long
192,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,5.53,0.00716
193,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in TCO2eq?,vivendi,Prompt too long
194,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,munich-re,Prompt too long
195,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2eq?,959708.0,Prompt too long
196,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"4327.0, 21490.0",Prompt too long
197,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in TCO2eq?,"munich-re, axa, vivendi",Prompt too long
198,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_RWNEF,RWNEF
199,Which companies have the top 3 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, OTC_BAMGF, OTC_CRERF",11544741.0
200,What is the total energy consumption generated by the following companies in the last 2 years in million kWh?,70267.6,53689.0
201,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,54.66,0.36471
202,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,10.64,0.01445
203,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2-eq?,133030000.0,Prompt too long
204,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,13.95,Prompt too long
205,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"NASDAQ_DASTY, OTC_BAYZF",Prompt too long
206,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"378000.0, 15664.0",10262.0
207,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in TCO2eq?,824075.0,Prompt too long
